,company_profileRatio,company_profileErrorDist
0,1.2988091738405134,-0.8374706765788049
1,-0.7511146117569467,-0.7111903048800421
2,0.12742415349910755,-0.1850220894685299
3,-0.16542210158624387,-0.0797884463862275
4,1.2988091738405134,-0.8374706765788049
5,-2.801038397354407,1.372435828149546
6,-1.3368071219276496,-0.3113024611672928
7,-1.0439608668422982,-0.12188190361914847
8,0.12742415349910755,0.2569592114771403
9,0.42027040858445897,-0.24816227531791138
10,1.2988091738405134,-0.8374706765788049
11,-0.4582683566715953,-0.39548937563313474
12,1.2988091738405134,-0.8374706765788049
13,1.2988091738405134,-0.8374706765788049
14,1.2988091738405134,-0.8374706765788049
15,0.42027040858445897,-0.1850220894685299
16,1.2988091738405134,-0.8374706765788049
17,-1.0439608668422982,-0.43758283286605576
18,1.2988091738405134,-0.8374706765788049
19,-0.16542210158624387,-0.0797884463862275
20,-0.16542210158624387,0.6989405124228104
21,-0.4582683566715953,0.3832395831759032
22,-0.4582683566715953,-0.12188190361914847
23,1.2988091738405134,-0.8374706765788049
24,0.7131166636698104,0.8252208841215734
25,-1.0439608668422982,1.0356881702861782
26,-1.3368071219276496,0.9515012558203363
27,-0.16542210158624387,-0.16397536085206943
28,1.2988091738405134,-0.8374706765788049
29,1.2988091738405134,-0.8374706765788049
30,0.12742415349910755,-0.5849099331812792
31,0.42027040858445897,-0.5638632045648186
32,0.42027040858445897,-0.26920900393437186
33,1.2988091738405134,-0.8374706765788049
34,0.42027040858445897,0.19381902562775882
35,1.005962918755162,-0.7743304907294235
36,-1.0439608668422982,0.6147535979569685
37,0.7131166636698104,-0.3744426470166743
38,-0.16542210158624387,0.6147535979569685
39,1.2988091738405134,-0.8374706765788049
40,0.12742415349910755,-0.2060688180849904
41,-0.4582683566715953,-0.5638632045648186
42,-1.3368071219276496,1.5197629284647693
43,-1.0439608668422982,0.5726601407240476
44,1.2988091738405134,-0.8374706765788049
45,-0.4582683566715953,0.2569592114771403
46,0.12742415349910755,0.3411461259429822
47,1.2988091738405134,-0.8374706765788049
48,1.2988091738405134,-0.8374706765788049
49,-0.4582683566715953,-0.4586295614825162
50,1.2988091738405134,-0.8374706765788049
51,0.7131166636698104,-0.2271155467014509
52,-0.4582683566715953,0.15172556839483783
53,1.2988091738405134,-0.8374706765788049
54,1.2988091738405134,-0.8374706765788049
55,-0.4582683566715953,1.6249965715470718
56,0.42027040858445897,-0.1850220894685299
57,-0.4582683566715953,0.7620806982721919
58,-1.0439608668422982,-0.43758283286605576
59,-0.16542210158624387,0.15172556839483783
60,-3.0938846524397583,0.635800326573429
61,-1.0439608668422982,-0.14292863223560895
62,-0.4582683566715953,0.6989405124228104
63,0.42027040858445897,-0.4586295614825162
64,-1.0439608668422982,-0.43758283286605576
65,-1.0439608668422982,-0.43758283286605576
66,-1.0439608668422982,-0.43758283286605576
67,-0.16542210158624387,-0.037694989153306525
68,0.7131166636698104,-0.4796762900989767
69,0.12742415349910755,-0.4586295614825162
70,0.42027040858445897,-0.1850220894685299
71,0.12742415349910755,-0.14292863223560895
72,0.12742415349910755,-0.2060688180849904
